PROC_REA,NOME_PROC
413040054,DERMOLIPECTOMIA ABDOMINAL POS-CIRURGIA BARIATRICA
413040089,MAMOPLASTIA POS-CIRURGIA BARIATRICA
413040097,PREPARO DE RETALHO
413040127,RECONSTRUCAO DE POLO SUPERIOR DA ORELHA
413040135,RECONSTRUCAO DO HELIX DA ORELHA
413040143,RECONSTRUCAO TOTAL DE ORELHA (MULTIPLOS ESTAGIOS)
413040178,TRATAMENTO CIRURGICO DE LESOES EXTENSAS C/ PERDA DE SUBSTANCIA CUTANEA
413040232,TRATAMENTO CIRURGICO NAO ESTETICO DA ORELHA
413040240,TRATAMENTO CIRURGICO P/ REPARACOES DE PERDA DE SUBSTANCIA DA MAO
413040259,DERMOLIPECTOMIA ABDOMINAL CIRCUNFERENCIAL POS CIRURGIA BARIATRICA
414010272,TRATAMENTO CIRURGICO DE FISTULA CUTANEA DE ORIGEM DENTARIA
414010329,TRATAMENTO CIRURGICO DE CISTO DO COMPLEXO MAXILO-MANDIBULAR
414010345,EXCISAO DE CALCULO DE GLANDULA SALIVAR
414020413,TRATAMENTO ODONTOLOGICO PARA PACIENTES COM NECESSIDADES ESPECIAIS
415010012,TRATAMENTO C/ CIRURGIAS MULTIPLAS
415020034,OUTROS PROCEDIMENTOS COM CIRURGIAS SEQUENCIAIS
415020050,PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA
415020069,PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA
415020077,PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA
415030013,TRATAMENTO CIRURGICO EM POLITRAUMATIZADO
415040027,DEBRIDAMENTO DE FASCEITE NECROTIZANTE
415040035,DEBRIDAMENTO DE ULCERA / DE TECIDOS DESVITALIZADOS
416010016,AMPUTACAO DE PENIS EM ONCOLOGIA
416010040,CISTOENTEROPLASTIA EM ONCOLOGIA
416010075,NEFRECTOMIA TOTAL EM ONCOLOGIA
416010113,ORQUIECTOMIA UNILATERAL EM ONCOLOGIA
416010121,PROSTATECTOMIA EM ONCOLOGIA
416010130,PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA
416010164,RESSECCAO DE TUMORES MALTIPLOS E SIMULTANEOS DO TRATO URINARIO EM ONCOLOGIA
416010172,RESSECCAO ENDOSCOPICA DE TUMOR VESICAL EM ONCOLOGIA
416010180,REIMPLANTE URETERAL EM ONCOLOGIA - URETEROCISTONEOSTOMIA
416010199,REIMPLANTE URETERAL EM ONCOLOGIA - URETEROENTEROSTOMIA
416010202,SUPRARRENALECTOMIA EM ONCOLOGIA
416010210,NEFRECTOMIA PARCIAL EM ONCOLOGIA
416020020,LINFADENECTOMIA PELVICA EM ONCOLOGIA
416020151,LINFADENECTOMIA RADICAL CERVICAL UNILATERAL EM ONCOLOGIA
416020160,LINFADENECTOMIA RADICAL MODIFICADA CERVICAL UNILATERAL EM ONCOLOGIA
416020178,LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA
416020186,LINFADENECTOMIA CERVICAL RECORRENCIAL UNILATERAL EM ONCOLOGIA
416020194,MEDIASTINOSCOPIA/LINFADENECTOMIA MEDIASTINAL EM ONCOLOGIA
416020208,LINFADENECTOMIA SUPRACLAVICULAR UNILATERAL EM ONCOLOGIA
416020216,LINFADENECTOMIA AXILAR UNILATERAL EM ONCOLOGIA
416020224,LINFADENECTOMIA RETROPERITONIAL EM ONCOLOGIA
416020232,LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA
416020240,LINFADENECTOMIA SELETIVA GUIADA (LINFONODO SENTINELA) EM ONCOLOGIA
416020259,LINFADENECTOMIA INGUINO-ILIACA UNILATERAL EM ONCOLOGIA
416030041,RESSECCAO DE GLANDULA SUBMANDIBULAR EM ONCOLOGIA
416030068,GLOSSECTOMIA PARCIAL EM ONCOLOGIA
416030092,PAROTIDECTOMIA EM ONCOLOGIA
416030149,RESSECCAO EM CUNHA DE LABIO E SUTURA EM ONCOLOGIA
416030157,RESSECCAO PARCIAL DE LABIO COM ENXERTO OU RETALHO EM ONCOLOGIA
416030165,RESSECCAO TOTAL DE LABIO E RECONSTRUCAO COM RETALHO MIOCUTANEO EM ONCOLOGIA
416030173,MAXILECTOMIA PARCIAL EM ONCOLOGIA
416030181,MAXILECTOMIA TOTAL EM ONCOLOGIA
416030211,FARINGECTOMIA PARCIAL EM ONCOLOGIA
416030238,RESSECCAO DE TUMOR DE RINOFARINGE EM ONCOLOGIA
416030254,LARINGECTOMIA PARCIAL EM ONCOLOGIA
416030262,LARINGECTOMIA TOTAL EM ONCOLOGIA
416030270,TIREOIDECTOMIA TOTAL EM ONCOLOGIA
416030289,RECONSTRUCAO PARA FONACAO EM ONCOLOGIA
416030297,TRAQUEOSTOMIA TRANSTUMORAL EM ONCOLOGIA
416030327,RESSECCAO DE PAVILHAO AURICULAR EM ONCOLOGIA
416030351,RESSECCAO DE LESAO MALIGNA DE MUCOSA BUCAL EM ONCOLOGIA
416030360,RESSECCAO DE TUMOR TIREOIDIANO POR VIA TRANSESTERNAL EM ONCOLOGIA
416040012,ANASTOMOSE BILEO-DIGESTIVA EM ONCOLOGIA
416040020,COLEDOCOSTOMIA COM OU SEM COLECISTECTOMIA EM ONCOLOGIA
416040039,ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA
416040047,ESOFAGOCOLOPLASTIA OU ESOFAGOGASTROPLASTIA EM ONCOLOGIA
416040055,ESOFAGOGASTRECTOMIA TRANS -HIATAL EM ONCOLOGIA
416040071,GASTRECTOMIA TOTAL EM ONCOLOGIA
416040101,HEPATECTOMIA PARCIAL EM ONCOLOGIA
416040110,PANCREATECTOMIA PARCIAL EM ONCOLOGIA
416040128,DUODENOPANCREATECTOMIA EM ONCOLOGIA
416040144,RESSECCAO DE TUMOR RETROPERITONIAL COM RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
416040179,ALCOOLIZACAO PERCUTANEA DE CARCINOMA HEPATICO
416040187,TRATAMENTO DE CARCINOMA HEPATICO POR RADIOFREQUENCIA
416040195,QUIMIOEMBOLIZACAO DE CARCINOMA HEPATICO
416040209,LAPAROTOMIA EXPLORADORA COM RESSECCAO COMPLETA OU INCOMPLETA DO TUMOR EM ONCOLOGIA
416040217,GASTRECTOMIA PARCIAL EM ONCOLOGIA
416040225,METASTASECTOMIA HEPATICA EM ONCOLOGIA
416040233,COLECISTECTOMIA EM ONCOLOGIA
416040250,RESSECCAO DE TUMOR RETROPERITONIAL EM ONCOLOGIA
416040276,RESSECCAO ALARGADA DE TUMOR DE INTESTINO EM ONCOLOGIA
416040284,IMPLANTACAO ENDOSCOPICA DE STENT ESOFAGICO
416050018,AMPUTACAO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA
416050026,COLECTOMIA PARCIAL (HEMICOLECTOMIA) EM ONCOLOGIA
416050034,COLECTOMIA TOTAL EM ONCOLOGIA
416050050,EXCISAO LOCAL DE TUMOR DO RETO EM ONCOLOGIA
416050077,RETOSSIGMOIDECTOMIA ABDOMINAL EM ONCOLOGIA
416060013,AMPUTACAO CONICA DO COLO DO UTERO EM ONCOLOGIA
416060021,ANEXECTOMIA UNI / BILATERAL EM ONCOLOGIA
416060030,COLPECTOMIA EM ONCOLOGIA
416060056,HISTERECTOMIA COM RESSECCAO DE ORGAOS CONTIGUOS EM ONCOLOGIA
416060064,HISTERECTOMIA TOTAL AMPLIADA EM ONCOLOGIA
416060080,TRAQUELECTOMIA RADICAL EM ONCOLOGIA
416060099,VULVECTOMIA TOTAL AMPLIADA C/ LINFADENECTOMIA EM ONCOLOGIA
416060102,VULVECTOMIA PARCIAL EM ONCOLOGIA
416060110,HISTERECTOMIA COM OU SEM ANEXECTOMIA (UNI / BILATERAL) EM ONCOLOGIA
416060129,LAPAROTOMIA PARA AVALIACAO DE TUMOR DE OVARIO EM ONCOLOGIA
416080014,EXCISAO E ENXERTO DE PELE EM ONCOLOGIA
416080030,EXCISAO E SUTURA DE LESAO NA PELE COM PLASTICA EM Z OU ROTACAO DE RETALHO EM ONCOLOGIA
416080081,RECONSTRUCAO COM RETALHO MIOCUTANEO (QUALQUER PARTE) EM ONCOLOGIA
416080090,RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) EM ONCOLOGIA
416080111,RECONSTRUCAO COM RETALHO OSTEOMIOCUTANEO EM ONCOLOGIA
416080120,EXTIRPACAO MULTIPLA DE LESAO DA PELE OU TECIDO CELULAR SUBCUTANEO EM ONCOLOGIA
416090010,AMPUTACAO / DESARTICULACAO DE MEMBROS INFERIORES EM ONCOLOGIA
416090109,RESSECCAO DE TUMOR OSSEO COM SUBSTITUICAO (ENDOPROTESE) OU COM RECONSTRUCAO E FIXACAO EM ON
416090133,RESSECCAO DE TUMOR DE PARTES MOLES EM ONCOLOGIA
416110010,LOBECTOMIA PULMONAR EM ONCOLOGIA
416110029,PNEUMOMECTOMIA RADICAL EM ONCOLOGIA
416110037,TORATECTOMIA EM ONCOLOGIA
416110045,TORACECTOMIA SIMPLES EM ONCOLOGIA
416110053,TORACOTOMIA/MEDIASTINOSTOMIA EXPLORADORA COM RESSECCAO COMPLETA OU INCOMPLETA DO TUMOR INTRATORACI
416110061,SEGMENTECTOMIA PULMONAR EM ONCOLOGIA
416110070,RESSECCAO PULMONAR EM CUNHA EM ONCOLOGIA
416110088,TIMECTOMIA EM ONCOLOGIA
416120024,MASTECTOMIA RADICAL COM LINFADENECTOMIA AXILAR EM ONCOLOGIA
416120032,MASTECTOMIA SIMPLES EM ONCOLOGIA
416120040,RESSECCAO DE LESAO NAO PALPAVEL DE MAMA COM MARCACAO EM ONCOLOGIA (POR MAMA)
416120059,SEGMENTECTOMIA/QUADRANTECTOMIA/SETORECTOMIA DE MAMA EM ONCOLOGIA
501030069,COLETA E ACONDICIONAMENTO DE MEDULA OSSEA NO BRASIL PARA TRANSPLANTE AUTOGENICO OU DE DOADOR APARENT
503010014,ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS PARA TRANSPLANTE
503010022,ACOES RELACIONADAS A DOACAO DE ORGAOS E TECIDOS REALIZADAS POR EQUIPE DE OUTRO ESTABELECIMENTO
504010026,PROCESSAMENTO DE CORNEA / ESCLERA
505010011,TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - APARENTADO
505010020,TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA - NAO APARENTADO
505010054,TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO - APARENTADO
505010070,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE MEDULA OSSEA -
505010089,TRANSPLANTE AUTOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE SANGUE PERIFERICO -
505010097,TRANSPLANTE DE CORNEA
505020041,TRANSPLANTE DE CORACAO
505020050,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR FALECIDO)
505020068,TRANSPLANTE DE FIGADO (ORGAO DE DOADOR VIVO)
505020092,TRANSPLANTE DE RIM (ORGAO DE DOADOR FALECIDO)
505020106,TRANSPLANTE DE RIM (ORGAO DE DOADOR VIVO)
506020010,INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS - NAO APARENTADO (HOSPITA
506020037,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS DE APARENTAD
506020045,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE ORGAOS / CELULAS-TRONCO HEMATOPOETICAS
506020053,TRATAMENTO DE INTERCORRENCIA POS-TRANSPLANTE DE RIM - POS TRANSPLANTE CRITICO
506020061,TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE CORACAO- POS TRANSPLANTE CRITICO
506020070,TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE PULMAO UNI/BILATERAL - POS TRANSPLANTE CRITICO
506020096,TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE DE FIGADO- POS TRANSPLANTE CRITICO
506020100,TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE ALOGENICO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRA
506020118,TRATAMENTO DE INTERCORRENCIA POS TRANSPLANTE AUTOLOGO DE CELULAS-TRONCO HEMATOPOETICAS- POS TRAN
